"data_Persona","data_productividad_per","data_Tcamp","data_sumCOD","data_sumHRSLB","data_GRADO2","data_sum_variedad_total_AL","data_sum_variedad_total_CC","data_sum_variedad_total_CP","data_sum_variedad_total_JS","data_sum_variedad_total_MG","data_sum_variedad_total_RG","data_sum_variedad_total_SG","data_sum_variedad_total_TC","data_sum_variedad_total_TM","data_sum_variedad_total_VN","data_sum_aux_bono_total","data_sum_hora_extra","data_n_lote","data_n_fundo","data_T_RangoEdad","data_Testado_civil","data_Tsexo","data_T_numero_hijos","data_dias_empresa","data_Tedad","data_numero_hijos","data_pobreza","data_n_variedad","data_veces","data_DEUDA_PROM_U6M","data_PEOR_CALIF_U6M","data_MODA_CALIF_U6M","data_NRO_ENT_PROM_U6M","data_TIPCRE_UM","data_DIAS_ATRASO_PROM_U6M","data_BANCARIZADO","data_distancia","data_import_unico","data_total","data_bono_produc","data_otros_bono","dummies_Tsexo_Mujer","sede_cod","data_numero_asistentes","data_asistente_mediana_Tedad","data_asistente_mediana_numero_hijos","data_asistente_dias_empresa","cluster"
584,65.4567901234568,20,5302,81,"SECUNDARIA IMCOMPLETA",0,0,0,1154.87,0,0,0,0,0,0,729.74,57.55,3,1,"DE 31 A 50","Soltero(a)","Hombre","con hijos",3765,35,3,41.25,1,4,12170.81,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,2.69268693119756,248.54,1154.87,848.78,0,0,"Ica",3,30,0,584,1
588,2.45833333333333,20,59,24,"PRIMARIA COMPLETA",0,0,0,0,0,122.54,0,0,0,0,17.45,0,2,1,"MAS DE 50","Soltero(a)","Hombre","con hijos",3744,57,1,13.9,1,3,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,6.05239151999867,108.54,125.99,14,3.45,0,"Ica",1,43,2,NA,1
590,158.896471205562,19,14856.8200577201,93.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,1151.43,0,0,0,0,592.39,15.63,5,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",3736,37,0,45.9,1,5,16304.88,"4.EN PERDIDA","4.EN PERDIDA",4,"CONSUMO REVOLVENTE",51.04,1,4.79582369048168,608.22,1216.24,527.58,64.81,1,"Ica",6,38.5,0,NA,1
590,86.2589285714286,20,9661,112,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,1056.08,0,0,0,0,622.21,16.42,5,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",3736,38,0,45.9,1,5,1876.48,"4.EN PERDIDA","4.EN PERDIDA",1,"CONSUMO NO REVOLVENTE",0,1,4.79582369048168,484.41,1123.04,555.25,66.96,1,"Ica",7,40,0,1709,1
595,30.6666666666667,20,92,3,"SECUNDARIA COMPLETA",0,0,0,0,0,14.92,0,0,0,0,0,14.92,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",2227,41,0,41.25,1,4,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,6.20121397573128,0,14.92,0,0,0,"Ica",1,32,0,2474,1
600,63.0833333333333,20,757,12,"SECUNDARIA COMPLETA",0,0,0,0,0,59.7,0,0,0,0,0,59.7,2,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",3720,35,0,45.9,1,5,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,2.69268693119756,0,59.7,0,0,0,"Ica",4,30.5,0,1307.5,1
600,55.37,19,387.59,7,"SECUNDARIA COMPLETA",0,0,0,0,0,93.91,0,0,0,0,8.12,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",3720,34,0,45.9,1,5,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,2.69268693119756,93.91,102.03,0,8.12,0,"Ica",1,38,0,NA,1
618,62.7934782608696,20,11554,184,"SECUNDARIA COMPLETA",0,732.31,0,0,0,0,0,0,1435.69,0,1422.76,119.39,5,2,"MAS DE 50","Soltero(a)","Mujer","sin hijos",3706,56,0,45.9,2,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,53.4616749693809,453.8,2265.74,1594.81,97.74,1,"Ica",6,26,0.5,NA,1
618,120.241917321486,19,41242.9776412698,343,"SECUNDARIA COMPLETA",0,154.72,0,0,0,0,387.92,0,2353.8,0,1326.01,57.6,9,3,"MAS DE 50","Soltero(a)","Mujer","sin hijos",3706,55,0,45.9,3,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,53.4616749693809,1738.36,3121.97,1100.48,225.53,1,"Ica",8,36.5,0.5,1269,1
622,106.5,19,1704,16,"SUPERIOR - TECNICO",168.49,0,0,0,0,0,0,0,0,0,52.06,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",3377,33,0,41.25,1,3,2110.83,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,2.69268693119756,119.3,171.36,49.19,2.87,0,"Ica",1,44,0,1130,1
634,26.9272280092593,19,646.253472222223,24,"SECUNDARIA COMPLETA",0,159.3,0,0,0,0,0,0,0,0,52.74,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",3703,32,0,41.25,1,4,26097.37,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,6.05239151999867,153.05,205.79,6.25,46.49,1,"Ica",1,40,1,3655,1
643,150.785372960373,19,980.104924242425,6.5,"SECUNDARIA COMPLETA",0,0,0,0,0,64.67,0,0,0,0,15.44,21.17,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",3699,36,0,41.25,1,4,7729.9,"0.NORMAL","0.NORMAL",1,"CONSUMO REVOLVENTE",0,1,6.05239151999867,28.06,64.67,15.44,0,0,"Ica",2,36.5,0,2151,1
645,70,20,210,3,"SECUNDARIA COMPLETA",0,0,0,0,0,16.42,0,0,0,0,0,16.42,1,1,"DE 31 A 50","Casado(a)/conviviente/unionlibre","Mujer","sin hijos",3699,42,0,41.25,1,3,3053.86,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",0.5,1,2.69268693119756,0,16.42,0,0,1,"Ica",1,34,1,2565,1
651,277.975,19,3057.725,11,"SUPERIOR - TECNICO",0,57.13,0,0,0,0,0,0,0,0,2.63,0,2,1,"MAS DE 50","Soltero(a)","Hombre","con hijos",3699,60,1,45.9,1,1,1727.04,"4.EN PERDIDA","4.EN PERDIDA",1,"CONSUMO NO REVOLVENTE",3749.5,1,4.79582369048168,54.5,57.13,2.63,0,0,"Ica",2,NA,NA,NA,1
654,43.3333333333333,20,260,6,"SECUNDARIA COMPLETA",48.68,0,0,0,0,0,0,0,0,0,0,48.68,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",3698,41,0,45.9,1,4,14937.05,"3.DUDOSO","3.DUDOSO",2,"CONSUMO NO REVOLVENTE",21.19,1,4.79582369048168,0,48.68,0,0,1,"Ica",1,39,0,1490,1
655,101.586097946288,20,32152,316.5,"SECUNDARIA COMPLETA",1252.39,0,0,41.25,170.8,3017.02,0,0,0,0,3005.64,32.83,15,4,"DE 31 A 50","Soltero(a)","Mujer","con hijos",304,34,1,13.9,4,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,5.92314046776367,1448.63,4487.1,3000,5.64,1,"Ica",8,37,0,1822,3
655,159.389730203659,19,29008.9308970659,182,"SECUNDARIA COMPLETA",0,0,0,0,0,1717.65,0,0,0,0,616.21,15.63,6,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",1389,33,1,13.9,1,5,2312.08,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",1.33,1,5.92314046776367,1085.81,1717.65,616.21,0,1,"Ica",5,33,0,NA,2
656,26.6666666666667,20,80,3,"SECUNDARIA COMPLETA",0,0,0,0,0,29.42,0,0,0,0,0,29.42,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",3698,33,0,45.9,1,3,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,4.79582369048168,0,29.42,0,0,1,"Ica",1,39,0,NA,1
657,68.125,20,1090,16,"SUPERIOR - TECNICO",0,0,0,0,0,0,0,0,228.38,0,59.47,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",3698,43,2,45.9,1,5,10575.57,"0.NORMAL","0.NORMAL",2.83,"CONSUMO NO REVOLVENTE",0,1,4.79582369048168,168.91,228.38,59.47,0,1,"Ica",1,35,2,679,1
657,74.8003016591252,19,8265.43333333333,110.5,"SUPERIOR - TECNICO",0,0,0,0,0,0,0,0,838.86,0,201.28,27.94,2,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",3698,42,2,45.9,1,5,12542.95,"0.NORMAL","0.NORMAL",2.83,"CONSUMO NO REVOLVENTE",0,1,4.79582369048168,609.64,838.86,201.28,0,1,"Ica",5,32,0,NA,1
658,73.5555555555556,20,662,9,"SECUNDARIA COMPLETA",0,0,0,0,15.08,0,0,0,30.16,0,0,45.24,3,2,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",3697,33,0,45.9,2,4,794.52,"0.NORMAL","0.NORMAL",1,NA,0,1,4.79582369048168,0,45.24,0,0,1,"Ica",3,41,0,3328,1
658,49.7,19,248.5,5,"SECUNDARIA COMPLETA",29.11,0,0,0,0,0,0,0,0,0,0,29.11,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",3697,32,0,45.9,1,4,1137.89,"0.NORMAL","0.NORMAL",1.67,"CONSUMO REVOLVENTE",0,1,4.79582369048168,0,29.11,0,0,1,"Ica",1,25,1,NA,1
662,80.8557692307692,20,8409,104,"PRIMARIA COMPLETA",0,0,0,0,0,0,0,0,1181.98,0,675.52,164.16,4,1,"MAS DE 50","Soltero(a)","Mujer","sin hijos",3697,53,0,45.9,1,5,810.86,"0.NORMAL","0.NORMAL",1.33,NA,0,1,4.79582369048168,182.6,1192.61,835.22,10.63,1,"Ica",9,NA,NA,NA,1
662,87.8615129302259,19,13135.2961830688,149.5,"PRIMARIA COMPLETA",0,0,0,0,0,0,482.32,0,690.39,0,465.61,28.8,7,2,"MAS DE 50","Soltero(a)","Mujer","sin hijos",3697,52,0,45.9,2,5,4325.31,"0.NORMAL","0.NORMAL",2,"CONSUMO NO REVOLVENTE",0,1,4.79582369048168,732.68,1227.09,411.23,54.38,1,"Ica",7,39,1,1725,1
699,28.4,19,71,2.5,"SECUNDARIA COMPLETA",25.04,0,0,0,0,0,0,0,0,0,0,25.04,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",3349,50,0,45.9,1,2,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,4.79582369048168,0,25.04,0,0,1,"Ica",1,25,1,NA,1
700,22.9333333333333,20,344,15,"SECUNDARIA COMPLETA",0,85.55,0,0,0,14.92,0,0,14.92,0,14.55,44.76,3,3,"MAS DE 50","Soltero(a)","Mujer","sin hijos",3678,51,0,13.9,3,3,63472.92,"2.DEFICIENTE","0.NORMAL",2.17,"CONSUMO NO REVOLVENTE",0.24,1,5.92314046776367,70.63,129.94,0,14.55,1,"Ica",3,38,0,2373,1
702,170.384485943854,19,18742.293453824,110,"SUPERIOR - TECNICO",0,95.03,0,0,42.72,1204.9,0,0,0,0,570.54,31.28,7,3,"DE 31 A 50","Soltero(a)","Mujer","con hijos",3678,37,2,45.9,3,4,4840.83,"1.CPP","0.NORMAL",2.67,"CONSUMO NO REVOLVENTE",2.64,1,4.79582369048168,750.61,1352.43,560.76,9.78,1,"Ica",9,NA,NA,NA,1
702,110.92,20,2773,25,"SUPERIOR - TECNICO",0,0,0,0,0,202.91,0,0,0,0,30.26,98.5,3,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",3678,38,2,45.9,1,4,3472.45,"1.CPP","0.NORMAL",2,"CONSUMO NO REVOLVENTE",0,1,4.79582369048168,84.71,216.06,19.7,13.15,1,"Ica",6,45,0.5,NA,1
724,50.2307692307692,20,653,13,"SUPERIOR - TECNICO",0,0,0,0,0,0,0,0,179.82,0,14.24,48.68,2,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",3657,39,1,45.9,1,3,916.79,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",0,1,4.79582369048168,130.81,193.73,0.33,13.91,1,"Ica",3,NA,NA,NA,1
725,85.0833333333333,20,2042,24,"SECUNDARIA IMCOMPLETA",0,32.83,0,0,0,0,0,0,98.51,0,0,131.34,5,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",3655,41,1,13.1,2,5,1075.14,"0.NORMAL","0.NORMAL",1.33,"CONSUMO REVOLVENTE",0,1,6.05239151999867,0,131.34,0,0,1,"Ica",8,39,0.5,NA,1
725,130.716149559083,19,5294.00405714285,40.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,146.98,0,37.07,0,135.22,0,118.39,78.15,6,3,"DE 31 A 50","Soltero(a)","Mujer","con hijos",3655,40,1,13.1,3,5,2632.21,"0.NORMAL","0.NORMAL",2,"CONSUMO NO REVOLVENTE",0,1,6.05239151999867,201.58,398.12,39.54,78.85,1,"Ica",7,39,0,NA,1
740,224.629943977591,19,1909.35452380952,8.5,"SECUNDARIA COMPLETA",0,0,0,0,0,105.19,0,0,0,0,23.48,15.63,2,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",3629,36,0,41.25,1,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,2.69268693119756,87.66,126.77,1.9,21.58,0,"Ica",2,33,0,NA,1
740,3.66666666666667,20,33,9,"SECUNDARIA COMPLETA",0,0,0,0,0,49.25,0,0,0,0,0,49.25,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",3629,37,0,41.25,1,5,1827.45,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,2.69268693119756,0,49.25,0,0,0,"Ica",3,NA,NA,NA,1
743,122.230476190476,19,305.57619047619,2.5,"SECUNDARIA COMPLETA",0,0,0,0,0,15.63,0,0,0,0,0,15.63,1,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",3629,48,1,13.1,1,4,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,6.05239151999867,0,15.63,0,0,1,"Ica",1,33,0,NA,1
744,161.271232224846,19,19513.8190992063,121,"SECUNDARIA COMPLETA",0,99.89,0,0,0,0,37.03,0,484.82,0,219.27,0,6,3,"DE 31 A 50","Soltero(a)","Mujer","con hijos",3627,49,1,41.25,3,5,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,2.69268693119756,579.09,798.36,42.65,176.62,1,"Ica",5,40,1,3256,1
744,27.9130434782609,20,642,23,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,175.16,0,72.57,0,2,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",3627,50,1,41.25,1,5,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,2.69268693119756,146.78,219.35,28.38,44.19,1,"Ica",3,39,1,1262,1
745,58.3054697341513,19,9503.79156666666,163,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,1356.13,0,354.25,72,5,4,"DE 31 A 50","Soltero(a)","Mujer","con hijos",245,48,1,13.9,2,4,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,5.92314046776367,929.88,1356.13,354.25,0,1,"Ica",8,NA,NA,NA,2
748,182.314942072316,19,12670.888474026,69.5,"SECUNDARIA COMPLETA",0,0,0,0,134.67,530.29,0,0,15.63,0,245.89,46.9,6,3,"DE 31 A 50","Soltero(a)","Hombre","con hijos",3622,36,1,41.25,3,5,960.88,"4.EN PERDIDA","4.EN PERDIDA",1,NA,147.67,1,2.69268693119756,431.63,724.42,202.06,43.83,0,"Ica",5,NA,NA,NA,1
748,86.5549132947977,20,14974,173,"SECUNDARIA COMPLETA",0,0,0,0,0,1896.25,0,0,0,0,1217.38,164.17,5,1,"DE 31 A 50","Soltero(a)","Hombre","con hijos",3622,37,1,41.25,1,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,2.69268693119756,432.1,2036.76,1299.98,140.51,0,"Ica",14,36.5,0,NA,1
766,91.375,19,3198.125,35,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,250.15,0,126.46,34.22,3,2,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",3611,32,0,41.25,2,4,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,2.69268693119756,89.47,250.15,126.46,0,0,"Ica",3,35,1,1725,1
766,64.5892857142857,20,3617,56,"SECUNDARIA COMPLETA",0,0,0,0,0,320.09,0,0,0,0,61.55,0,2,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",3611,33,0,41.25,1,4,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,2.69268693119756,258.54,320.09,61.55,0,0,"Ica",1,26,0,1487,1
769,83.8695652173913,20,1929,23,"PRIMARIA INCOMPLETA",0,0,0,0,0,122.55,0,0,0,0,15.77,82.09,4,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",3611,38,2,45.9,1,5,4787.62,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,6.05239151999867,36.18,134.04,4.28,11.49,1,"Ica",5,46,0,2459,1
769,228.045783807639,19,33180.6615440115,145.5,"PRIMARIA INCOMPLETA",0,0,0,0,63.17,1920.95,0,0,0,0,867.66,78.17,6,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",3611,37,2,45.9,2,5,121.07,"0.NORMAL","0.NORMAL",1,NA,0,1,6.05239151999867,1046.38,1992.21,859.57,8.09,1,"Ica",8,NA,NA,NA,1
776,67.1767560499609,19,4097.78211904762,61,"SECUNDARIA COMPLETA",0,0,0,0,0,0,421.39,0,84.3,0,42.59,84.3,3,2,"MENOR A 30","Soltero(a)","Mujer","sin hijos",3594,30,0,45.9,2,5,10127.82,"0.NORMAL","0.NORMAL",1.33,"CONSUMO NO REVOLVENTE",0,1,4.79582369048168,389.77,516.66,31.62,10.97,1,"Ica",3,33,1,1114,1
776,37.625,20,602,16,"SECUNDARIA COMPLETA",0,94.77,0,0,0,0,0,0,130.45,0,0,20.53,3,2,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",3594,31,0,45.9,2,5,20663.14,"0.NORMAL","0.NORMAL",1.5,"CONSUMO NO REVOLVENTE",0,1,4.79582369048168,204.69,225.22,0,0,1,"Ica",3,31,0,NA,1
779,141.927921760019,19,24695.4583862434,174,"SECUNDARIA IMCOMPLETA",0,112.9,0,0,0,0,0,0,1699.42,0,764.94,0,7,2,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",3580,40,0,13.9,2,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,5.92314046776367,1303.07,2068.01,509.25,255.69,1,"Ica",8,32.5,1,869.5,1
779,64.6071428571429,20,3618,56,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,0,0,458.52,0,237.1,0,3,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",3580,41,0,13.9,1,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,5.92314046776367,280.07,517.17,178.45,58.65,1,"Ica",3,39,0,1403,1
781,1.33333333333333,20,8,6,"SUPERIOR - TECNICO",0,0,0,0,0,75.3,0,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",3573,49,0,13.1,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,75.4733395288001,75.3,75.3,0,0,0,"Ica",1,28,2,689,1
783,174.423766233766,19,1918.66142857143,11,"SECUNDARIA COMPLETA",25.04,0,0,0,0,168.12,0,0,0,0,13.04,50.08,3,2,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",3200,36,0,46.65,2,4,691.4,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,11.07115513268,142,205.12,1.08,11.96,0,"Ica",3,33,0,NA,1
787,59.61875,20,9539,160,"SECUNDARIA COMPLETA",0,0,0,0,0,1370.56,0,0,0,0,667.33,0,5,1,"MAS DE 50","Soltero(a)","Hombre","sin hijos",3559,55,0,41.25,1,4,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,4.79582369048168,723.57,1390.9,646.99,20.34,0,"Ica",3,37,1,1486,1
787,141.330585083242,19,14203.7238008658,100.5,"SECUNDARIA COMPLETA",0,0,0,0,45.3,1044.64,0,0,0,0,366.97,62.53,6,2,"MAS DE 50","Soltero(a)","Hombre","sin hijos",3559,54,0,41.25,2,4,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,4.79582369048168,660.44,1089.94,366.97,0,0,"Ica",4,37.5,1,NA,1
794,33.2857142857143,20,699,21,"SECUNDARIA COMPLETA",0,33.54,0,0,0,0,0,0,122.75,0,26.57,33.14,4,2,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",3552,40,0,45.9,2,4,14696.48,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,61.2304258655527,120.08,179.79,3.07,23.5,0,"Ica",4,38.5,0.5,NA,1
794,78.4386344537815,19,2666.91357142857,34,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,216.54,0,21.91,78.93,6,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",3552,39,0,45.9,1,4,11267.64,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,61.2304258655527,120.6,221.44,17.01,4.9,0,"Ica",7,32,0,2085,1
819,137.103753817767,19,47437.8988209476,346,"PRIMARIA COMPLETA",796.43,1463.98,404.36,749.34,844.7,2677.45,0,0,733.56,0,5557.14,156.33,18,8,"DE 31 A 50","Soltero(a)","Mujer","con hijos",121,43,1,45.9,7,4,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,4.79582369048168,1956.35,7669.82,5557.14,0,1,"Ica",10,NA,NA,NA,3
819,95.8606356968215,20,39207,409,"PRIMARIA COMPLETA",601.18,786.88,0,165.11,177.71,148.03,0,0,4870.05,0,4799.49,213.42,15,9,"DE 31 A 50","Soltero(a)","Mujer","con hijos",129,44,1,45.9,6,4,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,4.79582369048168,1273.08,6748.96,5262.46,0,1,"Ica",14,40.5,0,NA,3
827,202.185207436896,19,20117.4281399711,99.5,"SECUNDARIA COMPLETA",0,0,0,0,17.5,1659.71,0,0,0,0,964.14,31.26,6,2,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",3461,31,0,45.9,2,4,12485.02,"0.NORMAL","0.NORMAL",2,"CONSUMO NO REVOLVENTE",0,1,4.79582369048168,766.84,1762.24,879.11,85.03,0,"Ica",6,NA,NA,NA,1
840,51.7142857142857,20,362,7,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,84.09,0,17.61,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",3374,31,0,41.25,1,1,4942.55,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,2.69268693119756,83.16,100.77,0.93,16.68,1,"Ica",1,28,1,1031,1
849,402.4125,19,3219.3,8,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,42.14,0,0,0,0,1.57,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","con hijos",3340,39,1,41.25,1,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,2.69268693119756,40.57,42.14,1.57,0,0,"Ica",1,31,4,NA,1
849,57.5844155844156,20,8868,154,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,1196.47,0,0,0,0,524.82,119.38,5,1,"DE 31 A 50","Soltero(a)","Hombre","con hijos",3340,40,1,41.25,1,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,2.69268693119756,482.58,1230.89,594.51,34.42,0,"Ica",11,33,0,NA,1
853,127.623810776075,19,36883.2813142857,289,"SECUNDARIA COMPLETA",0,0,0,0,0,0,419.23,0,2368,0,1477.95,46.9,9,2,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",3335,31,0,13.9,2,4,32800.2,"0.NORMAL","0.NORMAL",1.33,"CONSUMO NO REVOLVENTE",0.56,1,5.92314046776367,1428.21,2953.06,1312.12,165.83,1,"Ica",9,36,0,NA,1
856,108.628243248768,19,31773.7611502645,292.5,"PRIMARIA COMPLETA",0,0,0,0,0,0,464.08,0,2217.84,0,1201.06,109.44,8,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",245,43,3,41.25,2,4,1226.86,"0.NORMAL","0.NORMAL",1,NA,0,1,2.69268693119756,1371.42,2681.92,1201.06,0,1,"Ica",12,38,0,2297,3
856,66.9545454545455,20,1473,22,"PRIMARIA COMPLETA",0,0,0,0,0,0,0,0,137.03,0,51.39,32.83,3,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",415,44,3,41.25,1,4,NA,"0.NORMAL",NA,NA,NA,NA,1,2.69268693119756,72.36,156.58,31.84,19.55,1,"Ica",3,39,0,2511,4
858,10,20,30,3,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,13.57,0,0,0,0,7.1,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",3333,27,0,13.9,1,5,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,5.92314046776367,13.57,20.67,0,7.1,0,"Ica",1,44,1,322,1
858,93.4188437622983,19,1027.60728138528,11,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,139.26,0,0,0,0,26.28,28.8,3,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",3333,26,0,13.9,1,5,336.79,"4.EN PERDIDA","4.EN PERDIDA",1,"CONSUMO NO REVOLVENTE",0,1,5.92314046776367,106.21,161.29,4.25,22.03,0,"Ica",2,NA,NA,NA,1
859,57,20,513,9,"SECUNDARIA COMPLETA",80.69,0,0,0,16.42,0,0,0,0,0,8.37,16.42,2,2,"DE 31 A 50","Casado(a)/conviviente/unionlibre","Mujer","sin hijos",3328,45,0,45.9,2,3,796.18,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,4.79582369048168,75.4,100.19,5.29,3.08,1,"Ica",2,38.5,0,3512.5,1
860,159.539139784946,19,7418.57,46.5,"SECUNDARIA COMPLETA",31.27,0,0,0,365.34,0,0,0,0,0,172.06,31.27,3,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",3328,31,2,45.9,2,4,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,4.79582369048168,225.86,429.19,139.48,32.58,1,"Ica",3,31,1,NA,1
861,56.2083333333333,20,2698,48,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,306.15,0,0,0,0,84.62,0,2,1,"DE 31 A 50","Soltero(a)","Hombre","con hijos",3328,33,1,41.25,1,4,751.8,"0.NORMAL","0.NORMAL",1,"CONSUMO REVOLVENTE",0,1,21.5942077912274,221.53,306.15,84.62,0,0,"Ica",3,34,1,1130,1
861,81.7812857142857,19,2862.345,35,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,0,0,235.92,0,117.54,34.22,3,2,"DE 31 A 50","Soltero(a)","Hombre","con hijos",3328,32,1,41.25,2,4,539.06,"0.NORMAL","0.NORMAL",1,"CONSUMO REVOLVENTE",0,1,21.5942077912274,84.16,235.92,117.54,0,0,"Ica",3,35,1,1725,1
864,54.6,20,1638,30,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,0,0,276.29,0,95.38,82.09,2,2,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",3328,37,0,45.9,1,3,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,4.79582369048168,98.09,296.36,96.11,20.07,1,"Ica",5,33,1,752,1
